# confusables.txt
# Ngày: 22/07/2025, 05:49:37 GMT
# © 2025 Unicode®, Inc.
# Unicode và Logo Unicode là các nhãn hiệu đã được đăng ký của Unicode, Inc. tại Hoa Kỳ và các quốc gia khác.
# Để biết các điều khoản sử dụng và giấy phép, vui lòng xem https://www.unicode.org/terms_of_use.html
#
# Cơ chế bảo mật Unicode cho UTS #39
# Phiên bản: 17.0.0
#
# Để biết tài liệu và hướng dẫn sử dụng, vui lòng xem https://www.unicode.org/reports/tr39
#
05AD ; 0596 ; MA # ( ֭ → ֖ ) GIỌNG HEBREW DEHI → GIẤC HEBREW TIPEHA #
FDA5 ; 062C 0645 0649 ; MA # ( ‎ﶥ‎ → ‎جمى‎ ) CHỮ LIỀN Ả RẬP JEEM VỚI MEEM VỚI YEH DẠNG CUỐI CÙNG → CHỮ CÁI Ả RẬP JEEM, CHỮ CÁI Ả RẬP MEEM, CHỮ CÁI Ả RẬP ALEF MAKSURA # →‎جمي‎→

FD1D; 062C 0649 ; MA # ( ‎ﴝ‎ → ‎جى‎ ) CHỮ Ả Rập JEEM VỚI HÌNH THỨC CUỐI CÙNG ALEF MAKSURA → THƯ Ả Rập JEEM, THƯ Ả Rập ALEF MAKSURA #
FD01; 062C 0649 ; MA # ( ‎ﴁ‎ → ‎جى‎ ) CHỮ Ả Rập JEEM VỚI MẪU ĐẶC BIỆT ALEF MAKSURA → THƯ Ả Rập JEEM, THƯ Ả Rập ALEF MAKSURA #
FD1E ; 062C 0649 ; MA # ( ‎ﴞ‎ → ‎جى‎ ) CHỮ Ả Rập JEEM VỚI MẪU CUỐI CÙNG YEH → THƯ Ả Rập JEEM, THƯ Ả Rập ALEF MAKSURA # →‎جي‎→
FD02 ; 062C 0649 ; MA # ( ‎ﴂ‎ → ‎جى‎ ) CHỮ LIỀN Ả RẬP JEEM VỚI YEH DẠNG RIÊNG BIỆT → CHỮ CÁI Ả RẬP JEEM, CHỮ CÁI Ả RẬP ALEF MAKSURA # →‎جي‎→

FB78 ; 0683 ; MA # ( ‎ﭸ‎ → ‎ڃ‎ ) THƯ Ả Rập NYEH MẪU BAN ĐẦU → THƯ Ả Rập NYEH #
FB79 ; 0683 ; MA # ( ‎ﭹ‎ → ‎ڃ‎ ) MẪU THƯ Ả Rập NYEH MẪU Y TẾ → THƯ Ả Rập NYEH #
FB77 ; 0683 ; MA # ( ‎ﭷ‎ → ‎ڃ‎ ) THƯ Ả Rập NYEH MẪU CUỐI CÙNG → THƯ Ả Rập NYEH #
FB76 ; 0683 ; MA # ( ‎ﭶ‎ → ‎ڃ‎ ) THƯ Ả Rập NYEH MẪU ĐẶC BIỆT → THƯ Ả Rập NYEH #

FB74 ; 0684 ; MA # ( ‎ﭴ‎ → ‎ڄ‎ ) CHỮ CÁI Ả RẬP DYEH DẠNG CHỮ CÁI ĐẦU → CHỮ CÁI Ả RẬP DYEH #
FB75 ; 0684 ; MA # ( ‎ﭵ‎ → ‎ڄ‎ ) CHỮ CÁI Ả RẬP DẠNG TRUNG BÌNH → CHỮ CÁI Ả RẬP #
FB73 ; 0684 ; MA # ( ‎ﭳ‎ → ‎ڄ‎ ) CHỮ CÁI Ả RẬP DẠNG CUỐI CÙNG → CHỮ CÁI Ả RẬP #
FB72 ; 0684 ; MA # ( ‎ﭲ‎ → ‎ڄ‎ ) CHỮ CÁI Ả RẬP DẠNG RIÊNG BIỆT → CHỮ CÁI Ả RẬP #

FB7C ; 0686 ; MA # ( ‎ﭼ‎ → ‎چ‎ ) CHỮ CÁI Ả RẬP TCHEH DẠNG CHỮ CÁI ĐẦU → CHỮ CÁI Ả RẬP TCHEH #
FB7D ; 0686 ; MA # ( ‎ﭽ‎ → ‎چ‎ ) CHỮ CÁI Ả RẬP TCHEH DẠNG TRUNG GIAN → CHỮ CÁI Ả RẬP TCHEH #
FB7B ; 0686 ; MA # ( ‎ﭻ‎ → ‎چ‎ ) THƯ Ả Rập TCHEH MẪU CUỐI CÙNG → THƯ Ả Rập TCHEH #
FB7A ; 0686 ; MA # ( ‎ﭺ‎ → ‎چ‎ ) THƯ Ả RẬP TCHEH MẪU ĐẶC BIỆT → THƯ Ả Rập TCHEH #

08C1 ; 0686 0306 ; MA # ( ‎ࣁ‎ → ‎چ̆‎ ) CHỮ CÁI Ả RẬP TCHEH VỚI CHỮ V NHỎ → CHỮ CÁI Ả RẬP TCHEH, KẾT HỢP BREVE # →‎چٚ‎→

FB80 ; 0687 ; MA # ( ‎ﮀ‎ → ‎ڇ‎ ) CHỮ CÁI Ả RẬP TCHEHEH DẠNG CHỮ CÁI ĐẦU → CHỮ CÁI Ả RẬP TCHEHEH #
FB81 ; 0687 ; MA # ( ‎ﮁ‎ → ‎ڇ‎ ) CHỮ CÁI Ả RẬP TCHEHEH DẠNG TRUNG GIAN → CHỮ CÁI Ả RẬP TCHEHEH #
FB7F ; 0687 ; MA # ( ‎ﭿ‎ → ‎ڇ‎ ) CHỮ CÁI Ả RẬP TCHEHEH DẠNG CUỐI CÙNG → CHỮ CÁI Ả RẬP TCHEHEH #
FB7E ; 0687 ; MA # ( ‎ﭾ‎ → ‎ڇ‎ ) CHỮ CÁI Ả RẬP TCHEHEH DẠNG RIÊNG LẺ → CHỮ CÁI Ả RẬP TCHEHEH #

1EE07 ; 062D ; MA # ( ‎𞸇‎ → ‎ح‎ ) CHỮ SỐ HAH TRONG TIẾNG Ả RẬP → CHỮ CÁI HAH TRONG TIẾNG Ả RẬP #
1EE27 ; 062D ; MA # ( ‎𞸧‎ → ‎ح‎ ) CHỮ CÁI ĐẦU TIÊN TRONG TOÁN HỌC Ả RẬP HAH → CHỮ CÁI Ả RẬP HAH #
1EE47 ; 062D ; MA # ( ‎𞹇‎ → ‎ح‎ ) CHỮ CÁI Ả RẬP HAH CÓ ĐUÔI → CHỮ CÁI Ả RẬP HAH #
1EE67 ; 062D ; MA # ( ‎𞹧‎ → ‎ح‎ ) CHỮ HAH KỲ TOÁN HỌC Ả RẬP KÉO DÀI → CHỮ CÁI HAH #
1EE87 ; 062D ; MA # ( ‎𞺇‎ → ‎ح‎ ) CHỮ CÁI Ả RẬP HAH → CHỮ CÁI Ả RẬP HAH #
1EEA7 ; 062D ; MA # ( ‎𞺧‎ → ‎ح‎ ) CHỮ HAH HAI CHỮ CÁI Ả RẬP → CHỮ CÁI HAH #
FEA3 ; 062D ; MA # ( ‎ﺣ‎ → ‎ح‎ ) CHỮ CÁI Ả RẬP HAH DẠNG BAN ĐẦU → CHỮ CÁI Ả RẬP HAH #
FEA4 ; 062D ; MA # ( ‎ﺤ‎ → ‎ح‎ ) CHỮ CÁI Ả RẬP HAH DẠNG TRUNG GIAN → CHỮ CÁI Ả RẬP HAH #
FEA2 ; 062D ; MA # ( ‎ﺢ‎ → ‎ح‎ ) CHỮ CÁI Ả RẬP HAH DẠNG CUỐI CÙNG → CHỮ CÁI Ả RẬP HAH #
FEA1 ; 062D ; MA # ( ‎ﺡ‎ → ‎ح‎ ) CHỮ CÁI Ả RẬP HAH DẠNG RIÊNG LẺ → CHỮ CÁI Ả RẬP HAH #

0685 ; 062D 06DB ; MA # ( ‎څ‎ → ‎حۛ‎ ) CHỮ CÁI Ả RẬP HAH CÓ BA CHẤM Ở TRÊN → CHỮ CÁI Ả RẬP HAH, CHỮ CÁI Ả RẬP NHỎ CAO CÓ BA CHẤM #

0681 ; 062D 0654 ; MA # ( ‎ځ‎ → ‎حٔ‎ ) CHỮ CÁI Ả RẬP HAH CÓ DẤU HAMZA Ở TRÊN → CHỮ CÁI Ả RẬP HAH, DẤU HAMZA Ở TRÊN #
0772 ; 062D 0654 ; MA # ( ‎ݲ‎ → ‎حٔ‎ ) CHỮ CÁI Ả RẬP HAH VỚI CHỮ CÁI Ả RẬP NHỎ TAH Ở TRÊN → CHỮ CÁI Ả RẬP HAH, CHỮ CÁI Ả RẬP HAMZA Ở TRÊN #

FCA9 ; 062D 062C ; MA # ( ‎ﲩ‎ → ‎حج‎ ) CHỮ LIÊN KẾT Ả RẬP HAH VỚI CHỮ CÁI ĐẦU JEEM → CHỮ CÁI Ả RẬP HAH, CHỮ CÁI Ả RẬP JEEM #
FC17 ; 062D 062C ; MA # ( ‎ﰗ‎ → ‎حج‎ ) CHỮ LIÊN KẾT Ả RẬP HAH VỚI JEEM DẠNG RIÊNG BIỆT → CHỮ CÁI Ả RẬP HAH, CHỮ CÁI Ả RẬP JEEM #

FDBF ; 062D 062C 0649 ; MA # ( ‎ﶿ‎ → ‎حجى‎ ) CHỮ GHÉP Ả RẬP HAH VỚI JEEM VỚI YEH DẠNG CUỐI CÙNG → CHỮ CÁI Ả RẬP HAH, CHỮ CÁI Ả RẬP JEEM, CHỮ CÁI Ả RẬP ALEF MAKSURA # →‎حجي‎→

FCAA ; 062D 0645 ; MA # ( ‎ﲪ‎ → ‎حم‎ ) CHỮ GHÉP Ả RẬP HAH VỚI DẠNG ĐẦU TIÊN MEEM → CHỮ CÁI Ả RẬP HAH, CHỮ CÁI Ả RẬP MEEM #
FC18 ; 062D 0645 ; MA # ( ‎ﰘ‎ → ‎حم‎ ) CHỮ LIÊN KẾT Ả RẬP HAH VỚI MEEM DẠNG RIÊNG BIỆT → CHỮ CÁI Ả RẬP HAH, CHỮ CÁI Ả RẬP MEEM #

FD5B ; 062D 0645 0649 ; MA # ( ‎ﵛ‎ → ‎حمى‎ ) CHỮ LIỀN Ả RẬP HAH VỚI MEEM VỚI ALEF MAKSURA DẠNG CUỐI CÙNG → CHỮ CÁI Ả RẬP HAH, CHỮ CÁI Ả RẬP MEEM, CHỮ CÁI Ả RẬP ALEF MAKSURA #
FD5A ; 062D 0645 0649 ; MA # ( ‎ﵚ‎ → ‎حمى‎ ) CHỮ LIỀN Ả RẬP HAH VỚI MEEM VỚI YEH DẠNG CUỐI CÙNG → CHỮ CÁI Ả RẬP HAH, CHỮ CÁI Ả RẬP MEEM, CHỮ CÁI Ả RẬP ALEF MAKSURA # →‎حمي‎→

FD1B ; 062D 0649 ; MA # ( ‎ﴛ‎ → ‎حى‎ ) CHỮ LIỀN Ả RẬP HAH VỚI DẠNG CUỐI CỦA ALEF MAKSURA → CHỮ CÁI Ả RẬP HAH, CHỮ CÁI Ả RẬP ALEF MAKSURA #
FCFF ; 062D 0649 ; MA # ( ‎ﳿ‎ → ‎حى‎ ) CHỮ LIÊN KẾT Ả RẬP HAH VỚI ALEF MAKSURA DẠNG RIÊNG BIỆT → CHỮ CÁI Ả RẬP HAH, CHỮ CÁI Ả RẬP ALEF MAKSURA #
FD1C ; 062D 0649 ; MA # ( ‎ﴜ‎ → ‎حى‎ ) CHỮ LIỀN Ả RẬP HAH VỚI DẠNG CUỐI YEH → CHỮ CÁI Ả RẬP HAH, CHỮ CÁI Ả RẬP ALEF MAKSURA # →‎حي‎→
FD00 ; 062D 0649 ; MA # ( ‎ﴀ‎ → ‎حى‎ ) CHỮ LIỀN Ả RẬP HAH VỚI YEH DẠNG RIÊNG BIỆT → CHỮ CÁI Ả RẬP HAH, CHỮ CÁI Ả RẬP ALEF MAKSURA # →‎حي‎→

1EE17 ; 062E ; MA # ( ‎𞸗‎ → ‎خ‎ ) TOÁN Ả Rập KHAH → THƯ Ả Rập KHAH #
1EE37 ; 062E ; MA # ( ‎𞸷‎ → ‎خ‎ ) TOÁN Ả Rập KHAH → CHỮ Ả Rập KHAH #
1EE57 ; 062E ; MA # ( ‎𞹗‎ → ‎خ‎ ) TOÁN Ả RẬP TAILED KHAH → CHỮ Ả RẬP KHAH #
1EE77 ; 062E ; MA # ( ‎𞹷‎ → ‎خ‎ ) CHỮ KHAH KÉO DÀI TRONG TIẾNG Ả RẬP → CHỮ CÁI KHAH TRONG TIẾNG Ả RẬP #
1EE97 ; 062E ; MA # ( ‎𞺗‎ → ‎خ‎ ) VÒNG TOÁN Ả Rập KHAH → CHỮ Ả Rập KHAH #
1EEB7 ; 062E ; MA # ( ‎𞺷‎ → ‎خ‎ ) CHỮ KHAH HAI DẤU TRONG TIẾNG Ả RẬP → CHỮ KHAH TRONG TIẾNG Ả RẬP #
FEA7; 062E ; MA # ( ‎ﺧ‎ → ‎خ‎ ) THƯ Ả Rập KHAH MẪU BAN ĐẦU → THƯ Ả Rập KHAH #
FEA8 ; 062E ; MA # ( ‎ﺨ‎ → ‎خ‎ ) THƯ Ả Rập KHAH MẪU VƯƠNG TIỆN → THƯ Ả Rập KHAH #
FEA6; 062E ; MA # ( ‎ﺦ‎ → ‎خ‎ ) THƯ Ả Rập KHAH HÌNH THỨC CUỐI CÙNG → THƯ Ả Rập KHAH #
FEA5; 062E ; MA # ( ‎ﺥ‎ → ‎خ‎ ) THƯ Ả RẬP KHAH MẪU ĐẶC BIỆT → THƯ Ả Rập KHAH #

FCAB ; 062E 062C ; MA # ( ‎ﲫ‎ → ‎خج‎ ) CHỮ Ả Rập KHAH VỚI MẪU BAN ĐẦU JEEM → THƯ Ả Rập KHAH, THƯ Ả Rập JEEM #
FC19 ; 062E 062C ; MA # ( ‎ﰙ‎ → ‎خج‎ ) CHỮ Ả Rập KHAH VỚI MẪU ĐẶC BIỆT JEEM → THƯ Ả Rập KHAH, THƯ Ả Rập JEEM #

FC1A ; 062E 062D ; MA # ( ‎ﰚ‎ → ‎خح‎ ) CHỮ LIÊN KẾT Ả RẬP KHAH VỚI HAH DẠNG RIÊNG BIỆT → CHỮ CÁI Ả RẬP KHAH, CHỮ CÁI Ả RẬP HAH #

FCAC ; 062E 0645 ; MA # ( ‎ﲬ‎ → ‎خم‎ ) CHỮ LIÊN KẾT Ả RẬP KHAH VỚI CHỮ CÁI ĐẦU MEEM → CHỮ CÁI Ả RẬP KHAH, CHỮ CÁI Ả RẬP MEEM #
FC1B ; 062E 0645 ; MA # ( ‎ﰛ‎ → ‎خم‎ ) CHỮ LIỀN Ả RẬP KHAH VỚI MEEM DẠNG TÁCH BIỆT → CHỮ CÁI Ả RẬP KHAH, CHỮ CÁI Ả RẬP MEEM #

FD1F ; 062E 0649 ; MA # ( ‎ﴟ‎ → ‎خى‎ ) CHỮ Ả Rập KHAH VỚI HÌNH THỨC CUỐI CÙNG ALEF MAKSURA → THƯ Ả Rập KHAH, THƯ Ả Rập ALEF MAKSURA #
FD03 ; 062E 0649 ; MA # ( ‎ﴃ‎ → ‎خى‎ ) CHỮ Ả Rập KHAH VỚI MẪU ĐẶC BIỆT ALEF MAKSURA → THƯ Ả Rập KHAH, THƯ Ả Rập ALEF MAKSURA #
FD20; 062E 0649 ; MA # ( ‎ﴠ‎ → ‎خى‎ ) CHỮ Ả Rập KHAH VỚI YEH HÌNH THỨC CUỐI CÙNG → THƯ Ả Rập KHAH, THƯ Ả Rập ALEF MAKSURA # →‎خي‎→
FD04 ; 062E 0649 ; MA # ( ‎ﴄ‎ → ‎خى‎ ) CHỮ Ả Rập KHAH VỚI MẪU ĐẶC BIỆT YEH → THƯ Ả Rập KHAH, THƯ Ả Rập ALEF MAKSURA # →‎خي‎→

102E1 ; 062F ; MA #* ( 𐋡 → ‎د‎ ) CHỮ SỐ COPTIC EPACT MỘT → CHỮ CÁI Ả RẬP DAL #
1EE03 ; 062F ; MA # ( ‎𞸃‎ → ‎د‎ ) DAL TOÁN HỌC Ả RẬP → DAL CHỮ CÁI Ả RẬP #
1EE83 ; 062F ; MA # ( ‎𞺃‎ → ‎د‎ ) VÒNG LẶP TOÁN Ả Rập DAL → CHỮ Ả Rập DAL #
1EEA3 ​​; 062F ; MA # ( ‎𞺣‎ → ‎د‎ ) CHỮ SỐ Ả RẬP DAL GẮN HAI LẦN → CHỮ CÁI Ả RẬP DAL #
FEAA ; 062F ; MA # ( ‎ﺪ‎ → ‎د‎ ) CHỮ CÁI Ả RẬP DAL DẠNG CUỐI CÙNG → CHỮ CÁI Ả RẬP DAL #
FEA9 ; 062F ; MA # ( ‎ﺩ‎ → ‎د‎ ) CHỮ CÁI Ả RẬP DAL DẠNG RIÊNG LẺ → CHỮ CÁI Ả RẬP DAL #

0688 ; 062F 0615 ; MA # ( ‎ڈ‎ → ‎دؕ‎ ) CHỮ CÁI Ả RẬP DDAL → CHỮ CÁI Ả RẬP DAL, CHỮ CÁI Ả RẬP NHỎ CAO TAH #
FB89 ; 062F 0615 ; MA # ( ‎ﮉ‎ → ‎دؕ‎ ) CHỮ CÁI Ả RẬP DDAL DẠNG CUỐI → CHỮ CÁI Ả RẬP DAL, CHỮ CÁI Ả RẬP NHỎ CAO TAH # →‎ڈ‎→
FB88 ; 062F 0615 ; MA # ( ‎ﮈ‎ → ‎دؕ‎ ) CHỮ CÁI Ả RẬP DDAL DẠNG RIÊNG BIỆT → CHỮ CÁI Ả RẬP DAL, CHỮ CÁI Ả RẬP NHỎ CAO TAH # →‎ڈ‎→

068E ; 062F 06DB ; MA # ( ‎ڎ‎ → ‎دۛ‎ ) CHỮ CÁI Ả RẬP DUL → CHỮ CÁI Ả RẬP DAL, CHỮ CÁI Ả RẬP BA CHẤM NHỎ CAO #
FB87 ; 062F 06DB ; MA # ( ‎ﮇ‎ → ‎دۛ‎ ) CHỮ CÁI Ả RẬP DUL DẠNG CUỐI → CHỮ CÁI Ả RẬP DAL, CHỮ CÁI Ả RẬP BA CHẤM NHỎ CAO # →‎ڎ‎→
FB86 ; 062F 06DB ; MA # ( ‎ﮆ‎ → ‎دۛ‎ ) CHỮ CÁI Ả RẬP DUL DẠNG RIÊNG LẺ → CHỮ CÁI Ả RẬP DAL, CHỮ CÁI Ả RẬP BA CHẤM NHỎ CAO # →‎ڎ‎→
068F ; 062F 06DB ; MA # ( ‎ڏ‎ → ‎دۛ‎ ) CHỮ CÁI Ả RẬP DAL CÓ BA CHẤM Ở TRÊN XUỐNG DƯỚI → CHỮ CÁI Ả RẬP DAL, CHỮ CÁI Ả RẬP NHỎ CAO BA CHẤM # →‎ڎ‎→

06EE ; 062F 0302 ; MA # ( ‎ۮ‎ → ‎د̂‎ ) CHỮ CÁI Ả RẬP DAL CÓ CHỮ V ĐẢO NGƯỢC → CHỮ CÁI Ả RẬP DAL, KẾT HỢP DẤU TRÒN # →‎دٛ‎→

08AE ; 062F 0324 0323 ; MA # ( ‎ࢮ‎ → ‎د̤̣‎ ) CHỮ CÁI Ả RẬP DAL CÓ BA CHẤM BÊN DƯỚI → CHỮ CÁI Ả RẬP DAL, DẤU CHẤM KẾT HỢP BÊN DƯỚI, DẤU CHẤM KẾT HỢP BÊN DƯỚI # →‎د࣮࣭‎→

1EE18 ; 0630 ; MA # ( ‎𞸘‎ → ‎ذ‎ ) THAL TOÁN HỌC Ả RẬP → THAL CHỮ CÁI Ả RẬP #
1EE98 ; 0630 ; MA # ( ‎𞺘‎ → ‎ذ‎ ) THAL TOÁN HỌC Ả RẬP VÒNG LẶP → THAL CHỮ CÁI Ả RẬP #
1EEB8 ; 0630 ; MA # ( ‎𞺸‎ → ‎ذ‎ ) CHỮ THAL HAI DẤU TRONG TIẾNG Ả RẬP → CHỮ THAL TRONG TIẾNG Ả RẬP #
FEAC ; 0630 ; MA # ( ‎ﺬ‎ → ‎ذ‎ ) CHỮ CÁI Ả RẬP THAL DẠNG CUỐI CÙNG → CHỮ CÁI Ả RẬP THAL #
FEAB ; 0630 ; MA # ( ‎ﺫ‎ → ‎ذ‎ ) CHỮ CÁI Ả RẬP THAL DẠNG RIÊNG LẺ → CHỮ CÁI Ả RẬP THAL #

FC5B ; 0630 0670 ; MA # ( ‎ﱛ‎ → ‎ذٰ‎ ) CHỮ LIÊN KẾT Ả RẬP THAL VỚI CHỮ CÁI ALEF Ở DẠNG RIÊNG BIỆT → CHỮ CÁI Ả RẬP THAL, CHỮ CÁI Ả RẬP ALEF Ở DẠNG RIÊNG BIỆT #

068B ; 068A 0615 ; MA # ( ‎ڋ‎ → ‎ڊؕ‎ ) CHỮ CÁI Ả RẬP DAL CÓ DẤU CHẤM BÊN DƯỚI VÀ CHỮ TAH NHỎ → CHỮ CÁI Ả RẬP DAL CÓ DẤU CHẤM BÊN DƯỚI, CHỮ CÁI Ả RẬP TAH NHỎ CAO #

FB85 ; 068C ; MA # ( ‎ﮅ‎ → ‎ڌ‎ ) CHỮ CÁI Ả RẬP DAHAL DẠNG CUỐI CÙNG → CHỮ CÁI Ả RẬP DAHAL #
FB84 ; 068C ; MA # ( ‎ﮄ‎ → ‎ڌ‎ ) CHỮ CÁI Ả RẬP DAHAL DẠNG RIÊNG LẺ → CHỮ CÁI Ả RẬP DAHAL #

FB83 ; 068D ; MA # ( ‎ﮃ‎ → ‎ڍ‎ ) CHỮ CÁI Ả RẬP DDAHAL DẠNG CUỐI CÙNG → CHỮ CÁI Ả RẬP DDAHAL #
FB82 ; 068D ; MA # ( ‎ﮂ‎ → ‎ڍ‎ ) CHỮ CÁI Ả RẬP DDAHAL DẠNG RIÊNG LẺ → CHỮ CÁI Ả RẬP DDAHAL #

1EE13 ; 0631 ; MA # ( ‎𞸓‎ → ‎ر‎ ) ARABIC MATHEMATICAL REH → ARABIC LETTER REH #
1EE93 ; 0631 ; MA # ( ‎𞺓‎ → ‎ر‎ ) KÝ TỰ VÒNG LẶP TOÁN HỌC Ả RẬP REH → CHỮ CÁI Ả RẬP REH #
1EEB3 ; 0631 ; MA # ( ‎𞺳‎ → ‎ر‎ ) CHỮ CÁI Ả RẬP REH CÓ DẤU GẮN KÉP → CHỮ CÁI Ả RẬP REH #
FEAE ; 0631 ; MA # ( ‎ﺮ‎ → ‎ر‎ ) THƯ Ả Rập REH MẪU CUỐI CÙNG → THƯ Ả Rập REH #
FEAD ; 0631 ; MA # ( ‎ﺭ‎ → ‎ر‎ ) CHỮ CÁI Ả RẬP REH DẠNG RIÊNG LẺ → CHỮ CÁI Ả RẬP REH #

0691 ; 0631 0615 ; MA # ( ‎ڑ‎ → ‎رؕ‎ ) THƯ Ả Rập RREH → THƯ Ả Rập REH, Ả Rập NHỎ CAO TAH #
FB8D ; 0631 0615 ; MA # ( ‎ﮍ‎ → ‎رؕ‎ ) CHỮ CÁI Ả RẬP RREH DẠNG CUỐI → CHỮ CÁI Ả RẬP REH, CHỮ CÁI Ả RẬP NHỎ CAO TAH # →‎ڑ‎→
FB8C ; 0631 0615 ; MA # ( ‎ﮌ‎ → ‎رؕ‎ ) CHỮ CÁI Ả RẬP RREH DẠNG RIÊNG BIỆT → CHỮ CÁI Ả RẬP REH, CHỮ CÁI Ả RẬP NHỎ CAO TAH # →‎ڑ‎→

0698 ; 0631 06DB ; MA # ( ‎ژ‎ → ‎رۛ‎ ) CHỮ CÁI Ả RẬP JEH → CHỮ CÁI Ả RẬP REH, CHỮ CÁI Ả RẬP BA CHẤM NHỎ CAO #
FB8B ; 0631 06DB ; MA # ( ‎ﮋ‎ → ‎رۛ‎ ) CHỮ CÁI Ả RẬP JEH DẠNG CUỐI → CHỮ CÁI Ả RẬP REH, CHỮ CÁI Ả RẬP BA CHẤM CAO NHỎ # →‎ژ‎→
FB8A ; 0631 06DB ; MA # ( ‎ﮊ‎ → ‎رۛ‎ ) CHỮ CÁI Ả RẬP JEH DẠNG RIÊNG LẺ → CHỮ CÁI Ả RẬP REH, CHỮ CÁI Ả RẬP NHỎ CAO BA CHẤM # →‎ژ‎→

0692 ; 0631 0306 ; MA # ( ‎ڒ‎ → ‎ر̆‎ ) CHỮ CÁI Ả RẬP REH V THƯỜNG → CHỮ CÁI Ả RẬP REH, KẾT HỢP DẤU # →‎رٚ‎→

08B9 ; 0631 0306 0307 ; MA # ( ‎ࢹ‎ → ‎ر̆̇‎ ) CHỮ CÁI Ả RẬP REH CÓ DẤU NOON NHỎ Ở TRÊN → CHỮ CÁI Ả RẬP REH, KẾT HỢP DẤU BREVE, DẤU CHẤM KẾT HỢP Ở TRÊN # →‎رۨ‎→

06EF ; 0631 0302 ; MA # ( ‎ۯ‎ → ‎ر̂‎ ) CHỮ CÁI Ả RẬP REH CÓ DẤU V ĐẢO NGƯỢC → CHỮ CÁI Ả RẬP REH, KẾT HỢP DẤU TRÒN # →‎رٛ‎→

076C ; 0631 0654 ; MA # ( ‎ݬ‎ → ‎رٔ‎ ) CHỮ CÁI Ả RẬP REH CÓ DẤU HAMZA Ở TRÊN → CHỮ CÁI Ả RẬP REH, DẤU HAMZA Ở TRÊN #

FC5C ; 0631 0670 ; MA # ( ‎ﱜ‎ → ‎رٰ‎ ) CHỮ LIÊN KẾT Ả RẬP REH VỚI CHỮ CÁI ALEF Ở DẠNG RIÊNG BIỆT → CHỮ CÁI Ả RẬP REH, CHỮ CÁI ALEF Ở DẠNG RIÊNG BIỆT #

FDF6 ; 0631 0633 0648 0644 ; MA # ( ‎ﷶ‎ → ‎رسول‎ ) CHỮ LIÊN KẾT Ả RẬP RASOUL DẠNG RIÊNG BIỆT → CHỮ CÁI Ả RẬP REH, CHỮ CÁI Ả RẬP SEEN, CHỮ CÁI Ả RẬP WAW, CHỮ CÁI Ả RẬP LAM #

FDFC ; 0631 0649 006C 0644 ; MA #* ( ‎﷼‎ → ‎رىlل‎ ) KÝ HIỆU RIAL → CHỮ CÁI Ả RẬP REH, CHỮ CÁI Ả RẬP ALEF MAKSURA, CHỮ CÁI LATIN THƯỜNG L, CHỮ CÁI Ả RẬP LAM # →‎ریال‎→
20C1 ; 0631 0649 006C 0644 ; MA #* ( ⃁ → ‎رىlل‎ ) KÝ HIỆU ĐỒNG RIYAL Ả RẬP XÊ ÚT → CHỮ CÁI Ả RẬP REH, CHỮ CÁI Ả RẬP ALEF MAKSURA, CHỮ CÁI LATIN THƯỜNG L, CHỮ CÁI Ả RẬP LAM # →‎﷼‎→→‎ریال‎→

1EE06 ; 0632 ; MA # ( ‎𞸆‎ → ‎ز‎ ) CHỮ SỐ Ả RẬP ZAIN → CHỮ CÁI Ả RẬP ZAIN #
1EE86 ; 0632 ; MA # ( ‎𞺆‎ → ‎ز‎ ) ‎ZAIN → ‎ZAIN #
1EEA6 ; 0632 ; MA # ( ‎𞺦‎ → ‎ز‎ ) Chữ Ả Rập Toán Học Gạch Đôi ZAIN → Chữ Ả Rập ZAIN #
FEB0 ; 0632 ; MA # ( ‎ﺰ‎ → ‎ز‎ ) CHỮ CÁI Ả RẬP ZAIN DẠNG CUỐI CÙNG → CHỮ CÁI Ả RẬP ZAIN #
FEAF ; 0632 ; MA # ( ‎ﺯ‎ → ‎ز‎ ) CHỮ CÁI Ả RẬP ZAIN DẠNG RIÊNG LẺ → CHỮ CÁI Ả RẬP ZAIN #

08B2 ; 0632 0302 ; MA # ( ‎ࢲ‎ → ‎ز̂‎ ) CHỮ CÁI Ả RẬP ZAIN CÓ CHỮ V ĐẢO NGƯỢC Ở TRÊN → CHỮ CÁI Ả RẬP ZAIN, KẾT HỢP DẤU TRÒN # →‎زٛ‎→

0771 ; 0697 0615 ; MA # ( ‎ݱ‎ → ‎ڗؕ‎ ) CHỮ CÁI Ả RẬP REH VỚI CHỮ CÁI Ả RẬP NHỎ TAH VÀ HAI DẤU CHẤM → CHỮ CÁI Ả RẬP REH VỚI HAI DẤU CHẤM Ở TRÊN, CHỮ CÁI Ả RẬP NHỎ CAO TAH #

1EE0E ; 0633 ; MA # ( ‎‎ → ‎س‎ ) TOÁN Ả Rập XEM → CHỮ Ả Rập XEM #
1EE2E ; 0633 ; MA # ( ‎𞸮‎ → ‎س‎ ) TỔNG HỢP TOÁN Ả Rập BAN ĐẦU XEM → CHỮ Ả Rập XEM #
1EE4E ; 0633 ; MA # ( ‎𞹎‎ → ‎س‎ ) CHỮ CÁI Ả RẬP CÓ ĐUÔI → CHỮ CÁI Ả RẬP #
